user_id,email,joined_date,nickname,street,city,state,zip,genres
user_BjlA1gX3,melissalynch@foxmail.com,2017-07-05,melissalynch,909 Collins Wells Suite 171,Kempstad,,,"Punk,Blues,Soul,Latin,Pop"
user_I94NOiJG,kristin31@university.edu,2016-08-22,kristin31,98252 Michael Lock Suite 149,South Leslie,Kentucky,24174.0,"Techno,Electronic,Reggae,Pop,Punk,Latin,Folk"
user_4NMtXimJ,rjohnson@outlook.com,2017-05-28,rjohnson,94093 Underwood Well Suite 288,Lake Tyler,,10183.0,"Jazz,Pop,Classical,Metal,Electronic,Blues,Hip-Hop"
user_1zc23VyM,reedbrian@yahoo.com,2020-12-07,reedbrian,,West Anthonyburgh,Wyoming,44758.0,"Folk,Disco,Electronic,Techno,Metal"
user_V41Po1eF,jessica00@mail.com,2019-03-25,jessica00,5038 Lori Estate Suite 079,South Martinside,Rhode Island,8086.0,"Gospel,Punk,Metal,Classical,Blues,Soul"
user_EtKq93oS,barroyo@protonmail.com,2022-11-16,barroyo,755 Carrillo Spur,South Debrafurt,West Virginia,85977.0,"Rock,R&B"
user_1LVdy-AN,nicole39@yahoo.com,2019-03-17,nicole39,30993 Derrick Fork Suite 034,West Kevin,New Hampshire,,"Latin,Metal,Country,Blues,Funk"
user_Hh-AAJsZ,sjohnston@yahoo.com,2020-11-10,sjohnston,380 Hamilton Mill Apt. 632,Donaldmouth,Ohio,51013.0,"Hip-Hop,R&B,Disco,Rock"
user_pzftH3SE,seanthompson@protonmail.com,2017-01-20,seanthompson,51746 Lopez Ports,Samanthaburgh,Montana,47086.0,"Techno,Country,Pop,Disco"
user_3EujcncP,robertfigueroa@protonmail.com,2022-08-26,robertfigueroa,63286 Hayes Trail Apt. 384,Williamview,Iowa,46394.0,"Hip-Hop,Punk"
user_no_beFSV,bartlettmary@protonmail.com,2020-06-23,bartlettmary,6392 Thomas Divide Suite 317,Peterfort,New York,,"Funk,Rock,Techno,Pop,Hip-Hop"
user_dos-QJeH,stephanie93@hotmail.com,2016-06-24,stephanie93,44793 White Pine,New Matthewfort,New York,52675.0,"Punk,R&B,Disco"
user_G8FMSMb3,jackiedelgado@college.edu,2019-11-14,jackiedelgado,935 Levi Stravenue,Daisyport,Georgia,13496.0,Gospel
user_cST4EEJv,bknapp@icloud.com,2015-04-26,bknapp,87769 Jackson Haven,,Delaware,40730.0,"Folk,Indie,Country,Soul,Electronic,Disco,Reggae,Classical,Techno"
user_Vt_bdZJk,ryanmorgan@icloud.com,2017-09-28,ryanmorgan,30522 Lee Divide,Feliciachester,Nevada,95166.0,"Funk,Hip-Hop,Folk,Classical,Reggae,Country,Indie,Pop,R&B"
user_t42ZYM3B,molly19@protonmail.com,2019-02-08,molly19,,New Nicholas,Alaska,82081.0,"Pop,Jazz,Classical,R&B"
user_g26gfqCd,vhudson@hotmail.com,2019-11-21,vhudson,4749 Steven Squares Apt. 177,New Francisco,Colorado,17439.0,"R&B,Blues,Metal,Gospel,Soul"
user_YOhtznl_,barrettricky@protonmail.com,2018-08-21,barrettricky,053 Rebecca Islands,Lake Joe,Utah,14777.0,"R&B,Folk"
user_yQKAAonV,zwarren@foxmail.com,2015-12-26,zwarren,649 Michael Fork Apt. 573,Ashleyshire,,62250.0,"Classical,Funk,Country,Disco"
user_qBretVXd,peterszachary@outlook.com,2015-08-25,peterszachary,,Lake Kevin,California,,"Folk,R&B,Metal,Latin,Funk,Jazz"
user_qdM2lAnU,dianagarcia@college.edu,2020-04-16,dianagarcia,37406 Mitchell Park,Michaelberg,Utah,,"Punk,Gospel,Blues"
user_YTrAQ7Gz,stewartwilliam@protonmail.com,2020-01-31,stewartwilliam,8897 Chris Port Suite 331,Chenstad,Washington,29924.0,"Classical,Disco,Gospel,Country,Metal"
user_okmuqWUr,maymark@icloud.com,2019-02-26,maymark,131 Johnson Prairie,Hannaborough,Washington,76136.0,"Gospel,Pop,Disco,Rock,Electronic,Funk,Soul,Folk"
user_617AoFZD,xbaker@hotmail.com,2015-11-05,xbaker,,Candiceburgh,Arkansas,,"Rock,Pop,Latin,Blues"
user_KjEEK2-w,browncarrie@icloud.com,2017-08-03,browncarrie,,,Rhode Island,23550.0,"Jazz,Hip-Hop,Indie,Classical"
user_Y8MNoV0N,gomezbrittany@foxmail.com,2022-05-24,gomezbrittany,1234 Gerald Tunnel,North Stephen,Wyoming,,"Hip-Hop,Rock,Folk,Classical,Punk,Electronic,Indie,Funk,Country"
user_V7UL5PM9,danielbeck@mail.com,2017-02-23,danielbeck,485 Powell Streets Apt. 136,Francohaven,North Carolina,35082.0,"Gospel,Electronic"
user_lxVDeTuE,samanthawilliams@foxmail.com,2022-10-11,samanthawilliams,17116 Renee Creek,South Henryberg,Montana,,"Country,Indie,Funk,Folk"
user_RGvJwnNd,ncollins@hotmail.com,2018-01-05,ncollins,660 Eric Parkway,North Keith,,,"R&B,Punk,Pop,Classical"
user_qm4VYtT4,batesdawn@hotmail.com,2018-04-02,batesdawn,204 Dylan Circles Suite 455,New Reginaldton,,56744.0,"Funk,Soul,Blues,Metal,Techno"
user_2fBlE7U1,joanne18@university.edu,2015-03-22,joanne18,649 Shannon Spurs Apt. 324,,Texas,43930.0,"Latin,Gospel,Country"
